INT	STRING	INT	INT	INT	INT
954	，NeT	1	1	1	1
955	，nET	1	1	1	1
956	，NET	1	1	1	1
957	,net	1	1	1	1
958	,Net	1	1	1	1
959	,nEt	1	1	1	1
960	,neT	1	1	1	1
961	,NEt	1	1	1	1
962	,NeT	1	1	1	1
963	,nET	1	1	1	1
964	,NET	1	1	1	1
965	.Org	1	1	1	1
966	.oRg	1	1	1	1
967	.orG	1	1	1	1
968	.ORg	1	1	1	1
969	.OrG	1	1	1	1
970	.oRG	1	1	1	1
971	.ORG	1	1	1	1
972	．org	1	1	1	1
973	．Org	1	1	1	1
974	．oRg	1	1	1	1
975	．orG	1	1	1	1
976	．ORg	1	1	1	1
977	．OrG	1	1	1	1
978	．oRG	1	1	1	1
979	．ORG	1	1	1	1
980	。org	1	1	1	1
981	。Org	1	1	1	1
982	。oRg	1	1	1	1
983	。orG	1	1	1	1
984	。ORg	1	1	1	1
985	。OrG	1	1	1	1
986	。oRG	1	1	1	1
987	。ORG	1	1	1	1
988	，org	1	1	1	1
989	，Org	1	1	1	1
990	，oRg	1	1	1	1
991	，orG	1	1	1	1
992	，ORg	1	1	1	1
993	，OrG	1	1	1	1
994	，oRG	1	1	1	1
995	，ORG	1	1	1	1
996	,org	1	1	1	1
997	,Org	1	1	1	1
998	,oRg	1	1	1	1
999	,orG	1	1	1	1
1000	,ORg	1	1	1	1
1001	,OrG	1	1	1	1
1002	,oRG	1	1	1	1
1003	,ORG	1	1	1	1
1004	.Edu	1	1	1	1
1005	.eDu	1	1	1	1
1006	.edU	1	1	1	1
1007	.EDu	1	1	1	1
1008	.EdU	1	1	1	1
1009	.eDU	1	1	1	1
1010	.EDU	1	1	1	1
1011	．edu	1	1	1	1
1012	．Edu	1	1	1	1
1013	．eDu	1	1	1	1
1014	．edU	1	1	1	1
1015	．EDu	1	1	1	1
1016	．EdU	1	1	1	1
1017	．eDU	1	1	1	1
1018	．EDU	1	1	1	1
1019	。edu	1	1	1	1
1020	。Edu	1	1	1	1
1021	。eDu	1	1	1	1
1022	。edU	1	1	1	1
1023	。EDu	1	1	1	1
1024	。EdU	1	1	1	1
1025	。eDU	1	1	1	1
1026	。EDU	1	1	1	1
1027	，edu	1	1	1	1
1028	，Edu	1	1	1	1
1029	，eDu	1	1	1	1
1030	，edU	1	1	1	1
1031	，EDu	1	1	1	1
1032	，EdU	1	1	1	1
1033	，eDU	1	1	1	1
1034	，EDU	1	1	1	1
1035	,edu	1	1	1	1
1036	,Edu	1	1	1	1
1037	,eDu	1	1	1	1
1038	,edU	1	1	1	1
1039	,EDu	1	1	1	1
1040	,EdU	1	1	1	1
1041	,eDU	1	1	1	1
1042	,EDU	1	1	1	1
1043	.Gov	1	1	1	1
1044	.gOv	1	1	1	1
1045	.goV	1	1	1	1
1046	.GOv	1	1	1	1
1047	.GoV	1	1	1	1
1048	.gOV	1	1	1	1
1049	.GOV	1	1	1	1
1050	．gov	1	1	1	1
1051	．Gov	1	1	1	1
1052	．gOv	1	1	1	1
1053	．goV	1	1	1	1
1054	．GOv	1	1	1	1
1055	．GoV	1	1	1	1
1056	．gOV	1	1	1	1
1057	．GOV	1	1	1	1
1058	。gov	1	1	1	1
1059	。Gov	1	1	1	1
1060	。gOv	1	1	1	1
1061	。goV	1	1	1	1
1062	。GOv	1	1	1	1
1063	。GoV	1	1	1	1
1064	。gOV	1	1	1	1
1065	。GOV	1	1	1	1
1066	，gov	1	1	1	1
1067	，Gov	1	1	1	1
1068	，gOv	1	1	1	1
1069	，goV	1	1	1	1
1070	，GOv	1	1	1	1
1071	，GoV	1	1	1	1
1072	，gOV	1	1	1	1
1073	，GOV	1	1	1	1
1074	,gov	1	1	1	1
1075	,Gov	1	1	1	1
1076	,gOv	1	1	1	1
1077	,goV	1	1	1	1
1078	,GOv	1	1	1	1
1079	,GoV	1	1	1	1
1080	,gOV	1	1	1	1
1081	,GOV	1	1	1	1
1082	慰安妇	1	1	1	1
1083	东亚病夫	1	1	1	1
1084	支那	1	1	1	1
1085	汉奸	1	1	1	1
1086	皇军	1	1	1	1
1087	在线	0	1	1	0
1088	gM	1	1	1	1
1089	Gm	1	1	1	1
1090	gm	1	1	1	1
1091	汀汀	0	1	2	0
1092	阿紫	0	2	2	0
1093	巴天石	0	2	2	0
1094	白萌生	0	2	2	0
1095	白颖明	0	2	2	0
1096	白颖中	0	2	2	0
1097	宝珠	0	2	2	0
1098	北条忠胜	0	2	2	0
1099	毕昇	0	2	2	0
1100	蔡卞	0	2	2	0
1101	蔡丙臣	0	2	2	0
1102	蔡京	0	2	2	0
1103	陈夫之	0	2	2	0
1104	陈寿庭	0	2	2	0
1105	陈先生	0	2	2	0
1106	陈永仁	0	2	2	0
1107	程安	0	2	2	0
1108	程颢	0	2	2	0
1109	程颐	0	2	2	0
1110	褚先生	0	2	2	0
1111	春儿	0	2	2	0
1112	单正	0	2	2	0
1113	董昌	0	2	2	0
1114	冬冬	0	2	2	0
1115	窦梧桐	0	2	2	0
1116	范纯仁	0	2	2	0
1117	范统	0	2	2	0
1118	范移城	0	2	2	0
1119	风胡子	0	2	2	0
1120	冯先生	0	2	2	0
1121	冯铸铁	0	2	2	0
1122	符敏之	0	2	2	0
1123	盖千鸣	0	2	2	0
1124	高俅	0	2	2	0
1125	龚彩丽	0	2	2	0
1126	关汉寿	0	2	2	0
1127	关胜	0	2	2	0
1128	郭天信	0	2	2	0
1129	韩银叶	0	2	2	0
1130	何灵芝	0	2	2	0
1131	何生财	0	2	2	0
1132	何生富	0	2	2	0
1133	赫连铁树	0	2	2	0
1134	花仙	0	2	2	0
1135	怀丙	0	2	2	0
1136	贾威信	0	2	2	0
1137	贾作珍	0	2	2	0
1138	姜鲤	0	2	2	0
1139	姜渔	0	2	2	0
1140	金六爷	0	2	2	0
1141	金左焕	0	2	2	0
1142	康敏	0	2	2	0
1143	柯柏仁	0	2	2	0
1144	孔宗渊	0	2	2	0
1145	郎夫人	0	2	2	0
1146	雷横	0	2	2	0
1147	李大嘴	0	2	2	0
1148	李妈妈	0	2	2	0
1149	李师师	0	2	2	0
1150	林金龙	0	2	2	0
1151	刘光世	0	2	2	0
1152	刘健明	0	2	2	0
1153	刘亦农	0	2	2	0
1154	柳复生	0	2	2	0
1155	龙霸天	0	2	2	0
1156	龙三少	0	2	2	0
1157	吕惠卿	0	2	2	0
1158	努儿海	0	2	2	0
1159	裴宣	0	2	2	0
1160	彭怀玉	0	2	2	0
1161	朴明善	0	2	2	0
1162	蔷薇	0	2	2	0
1163	乔复盛	0	2	2	0
1164	乔清盛	0	2	2	0
1165	乔致广	0	2	2	0
1166	邱行洛	0	2	2	0
1167	裘兴	0	2	2	0
1168	芮福祥	0	2	2	0
1169	书僮	0	2	2	0
1170	司马光	0	2	2	0
1171	苏辙	0	2	2	0
1172	谭公	0	2	2	0
1173	谭婆	0	2	2	0
1174	陶得宝	0	2	2	0
1175	藤原佐为	0	2	2	0
1176	田骁鸣	0	2	2	0
1177	汀汀	0	2	2	0
1178	童贯	0	2	2	0
1179	汪旱	0	2	2	0
1180	王德富	0	2	2	0
1181	王德贵	0	2	2	0
1182	王积薪	0	2	2	0
1183	薛铜锤	0	2	2	0
1184	卫先生	0	2	2	0
1185	吴德昌	0	2	2	0
1186	伍丁	0	2	2	0
1187	武田信昌	0	2	2	0
1188	喜来乐	0	2	2	0
1189	夏侯仁	0	2	2	0
1190	萧奉先	0	2	2	0
1191	徐惊雷	0	2	2	0
1192	严百草	0	2	2	0
1193	颜如玉	0	2	2	0
1194	燕青	0	2	2	0
1195	燕如雪	0	2	2	0
1196	杨时	0	2	2	0
1197	杨熙平	0	2	2	0
1198	杨铮	0	2	2	0
1199	耶律大石	0	2	2	0
1200	业凡	0	2	2	0
1201	业空	0	2	2	0
1202	游酢	0	2	2	0
1203	游坦之	0	2	2	0
1204	于九莲	0	2	2	0
1205	月老	0	2	2	0
1206	云涵儿	0	2	2	0
1207	云渺渺	0	2	2	0
1208	云清清	0	2	2	0
1209	张伯智	0	2	2	0
1210	张浚	0	2	2	0
1211	张明景	0	2	2	0
1212	章惇	0	2	2	0
1213	赵明诚	0	2	2	0
1214	赵钱孙	0	2	2	0
1215	甄唯思	0	2	2	0
1216	智光大师	0	2	2	0
1217	智清大师	0	2	2	0
1218	周邦彦	0	2	2	0
1219	朱仝	0	2	2	0
1220	诸葛孔亮	0	2	2	0
1221	宗喀班	0	2	2	0
1222	宗喀达	0	2	2	0
1223	宗赞	0	2	2	0
1224	阿碧	0	2	2	0
1225	艾虎	0	2	2	0
1226	包不同	0	2	2	0
1227	包世荣	0	2	2	0
1228	曹伙计	0	2	2	0
1229	晁补之	0	2	2	0
1230	陈季常	0	2	2	0
1231	程远志	0	2	2	0
1232	楚衍	0	2	2	0
1233	邓百川	0	2	2	0
1234	范大成	0	2	2	0
1235	风波恶	0	2	2	0
1236	公冶乾	0	2	2	0
1237	贺铸	0	2	2	0
1238	呼延豹	0	2	2	0
1239	胡繁	0	2	2	0
1240	花剑雨	0	2	2	0
1241	华伙计	0	2	2	0
1242	蒋平	0	2	2	0
1243	孔伙计	0	2	2	0
1244	老顾	0	2	2	0
1245	李乘风	0	2	2	0
1246	李乐施	0	2	2	0
1247	梁师成	0	2	2	0
1248	林和靖	0	2	2	0
1249	柳金蟾	0	2	2	0
1250	柳月虹	0	2	2	0
1251	陆士铮	0	2	2	0
1252	慕容复	0	2	2	0
1253	欧阳修	0	2	2	0
1254	欧冶子	0	2	2	0
1255	潘浚	0	2	2	0
1256	庞安时	0	2	2	0
1257	庞葱	0	2	2	0
1258	平沙雁	0	2	2	0
1259	钱宏宇	0	2	2	0
1260	沈澄	0	2	2	0
1261	施妆	0	2	2	0
1262	苏剑岭	0	2	2	0
1263	苏轼	0	2	2	0
1264	苏双	0	2	2	0
1265	隋豹鸣	0	2	2	0
1266	孙山	0	2	2	0
1267	孙子羽	0	2	2	0
1268	王安石	0	2	2	0
1269	王夫人	0	2	2	0
1270	王珪	0	2	2	0
1271	王审芝	0	2	2	0
1272	魏汉津	0	2	2	0
1273	魏真	0	2	2	0
1274	文彦博	0	2	2	0
1275	吴玠	0	2	2	0
1276	夏遂良	0	2	2	0
1277	小高	0	2	2	0
1278	谢尚	0	2	2	0
1279	薛菲	0	2	2	0
1280	薛烛	0	2	2	0
1281	雪竹莲	0	2	2	0
1282	严伙计	0	2	2	0
1283	颜查散	0	2	2	0
1284	余化龙	0	2	2	0
1285	雨墨	0	2	2	0
1286	于倩倩	0	2	2	0
1287	岳常圆	0	2	2	0
1288	云霏霏	0	2	2	0
1289	曾巩	0	2	2	0
1290	曾三省	0	2	2	0
1291	张进宝	0	2	2	0
1292	张耒	0	2	2	0
1293	张树茂	0	2	2	0
1294	张小河	0	2	2	0
1295	张小泉	0	2	2	0
1296	张弈国	0	2	2	0
1297	张择端	0	2	2	0
1298	郑天寿	0	2	2	0
1299	智化	0	2	2	0
1300	周敦颐	0	2	2	0
1301	朱丹臣	0	2	2	0
1302	朱防风	0	2	2	0
1303	朱锋	0	2	2	0
1304	祝三念	0	2	2	0
1305	左季高	0	2	2	0
1306	左无双	0	2	2	0
1307	白崇义	0	2	2	0
1308	白展元	0	2	2	0
1309	程青霜	0	2	2	0
1310	初击平	0	2	2	0
1311	褚万里	0	2	2	0
1312	崔百泉	0	2	2	0
1313	崔逢九	0	2	2	0
1314	澹台子羽	0	2	2	0
1315	刀白凤	0	2	2	0
1316	都大爽	0	2	2	0
1317	杜子飞	0	2	2	0
1318	杜子腾	0	2	2	0
1319	段延庆	0	2	2	0
1320	段正淳	0	2	2	0
1321	段正明	0	2	2	0
1322	范骅	0	2	2	0
1323	凤朝阳	0	2	2	0
1324	傅当归	0	2	2	0
1325	傅思归	0	2	2	0
1326	甘宝宝	0	2	2	0
1327	高升泰	0	2	2	0
1328	高升祥	0	2	2	0
1329	阁罗厄	0	2	2	0
1330	阁罗鲁	0	2	2	0
1331	阁罗善	0	2	2	0
1332	阁罗适	0	2	2	0
1333	阁罗兀	0	2	2	0
1334	阁罗伊	0	2	2	0
1335	公孙大叔	0	2	2	0
1336	龚彩云	0	2	2	0
1337	古笃诚	0	2	2	0
1338	过三锤	0	2	2	0
1339	过彦之	0	2	2	0
1340	海风子	0	2	2	0
1341	韩永安	0	2	2	0
1342	何伙计	0	2	2	0
1343	华赫艮	0	2	2	0
1344	黄公道	0	2	2	0
1345	黄绫波	0	2	2	0
1346	黄眉僧	0	2	2	0
1347	慧易	0	2	2	0
1348	简宁	0	2	2	0
1349	金五爷	0	2	2	0
1350	兰兰	0	2	2	0
1351	李工部	0	2	2	0
1352	刘寄奴	0	2	2	0
1353	卢三七	0	2	2	0
1354	鲁明月	0	2	2	0
1355	路三娘	0	2	2	0
1356	吕伙计	0	2	2	0
1357	栾彪	0	2	2	0
1358	栾虎	0	2	2	0
1359	米芾	0	2	2	0
1360	木婉清	0	2	2	0
1361	穆子陵	0	2	2	0
1362	聂政	0	2	2	0
1363	欧阳大叔	0	2	2	0
1364	破贪	0	2	2	0
1365	蒲良	0	2	2	0
1366	钱龙	0	2	2	0
1367	秦伙计	0	2	2	0
1368	芮斯	0	2	2	0
1369	申情	0	2	2	0
1370	沈含香	0	2	2	0
1371	沈括	0	2	2	0
1372	施伙计	0	2	2	0
1373	石宝	0	2	2	0
1374	孙八爷	0	2	2	0
1375	谭景天	0	2	2	0
1376	陶先秋	0	2	2	0
1377	天仙妹妹	0	2	2	0
1378	童化铁	0	2	2	0
1379	王若禹	0	2	2	0
1380	王韶	0	2	2	0
1381	王颖	0	2	2	0
1382	夏青青	0	2	2	0
1383	小钗	0	2	2	0
1384	小乞丐	0	2	2	0
1385	许伙计	0	2	2	0
1386	杨百里	0	2	2	0
1387	杨千里	0	2	2	0
1388	杨十里	0	2	2	0
1389	叶二娘	0	2	2	0
1390	尤伙计	0	2	2	0
1391	余助之	0	2	2	0
1392	云飘飘	0	2	2	0
1393	云中鹤	0	2	2	0
1394	张伙计	0	2	2	0
1395	张获	0	2	2	0
1396	张灵均	0	2	2	0
1397	张世平	0	2	2	0
1398	赵天师	0	2	2	0
1399	钟万仇	0	2	2	0
1400	周仓	0	2	2	0
1401	朱伙计	0	2	2	0
1402	柴进	0	2	2	0
1403	丁励	0	2	2	0
1404	丁缅	0	2	2	0
1405	陆凝霜	0	2	2	0
1406	陆松	0	2	2	0
1407	门墩	0	2	2	0
1408	索琳	0	2	2	0
1409	萧让	0	2	2	0
1410	曹纯	0	2	2	0
1411	呼延庆	0	2	2	0
1412	寇循	0	2	2	0
1413	李纲	0	2	2	0
1414	倪云	0	2	2	0
1415	齐煞云	0	2	2	0
1416	阮星竹	0	2	2	0
1417	方光智	0	2	2	0
1418	干光豪	0	2	2	0
1419	葛光佩	0	2	2	0
1420	龚光杰	0	2	2	0
1421	侯光英	0	2	2	0
1422	贾光达	0	2	2	0
1423	李光碧	0	2	2	0
1424	芦苇草人	0	2	2	0
1425	马五德	0	2	2	0
1426	孙光亮	0	2	2	0
1427	王奎	0	2	2	0
1428	王小丫	0	2	2	0
1429	辛双清	0	2	2	0
1430	薛大妈	0	2	2	0
1431	薛运来	0	2	2	0
1432	余光彦	0	2	2	0
1433	钟灵	0	2	2	0
1434	左子穆	0	2	2	0
1435	姜北	0	2	2	0
1436	姜桂芝	0	2	2	0
1437	姜末	0	2	2	0
1438	姜南	0	2	2	0
1439	时迈	0	2	2	0
1440	时迁	0	2	2	0
1441	晏畿道	0	2	2	0
1442	曹延惠	0	2	2	0
1443	曹延寿	0	2	2	0
1444	回鹘王女	0	2	2	0
1445	鸠摩智	0	2	2	0
1446	李重贵	0	2	2	0
1447	杨文广	0	2	2	0
1448	赵行德	0	2	2	0
1449	周德兴	0	2	2	0
1450	朱王礼	0	2	2	0
1451	方玄劳	0	2	2	0
1452	洪彩云	0	2	2	0
1453	慧方	0	2	2	0
1454	慧轮	0	2	2	0
1455	慕容博	0	2	2	0
1456	潘玄耕	0	2	2	0
1457	扫地老僧	0	2	2	0
1458	卫玄望	0	2	2	0
1459	萧远山	0	2	2	0
1460	玄澄	0	2	2	0
1461	玄慈	0	2	2	0
1462	玄渡	0	2	2	0
1463	玄寂	0	2	2	0
1464	玄灭	0	2	2	0
1465	玄鸣	0	2	2	0
1466	玄难	0	2	2	0
1467	玄生	0	2	2	0
1468	玄证	0	2	2	0
1469	知客僧	0	2	2	0
1470	白世镜	0	2	2	0
1471	陈孤雁	0	2	2	0
1472	佛印	0	2	2	0
1473	洪通	0	2	2	0
1474	蒋光亭	0	2	2	0
1475	李日越	0	2	2	0
1476	刘竹庄	0	2	2	0
1477	欧阳果	0	2	2	0
1478	全冠清	0	2	2	0
1479	上官长雨	0	2	2	0
1480	宋慈	0	2	2	0
1481	吴长风	0	2	2	0
1482	吴雪娇	0	2	2	0
1483	奚三祁	0	2	2	0
1484	张全祥	0	2	2	0
1485	知客丐	0	2	2	0
1486	仇道人	0	2	2	0
1487	邓元觉	0	2	2	0
1488	方百花	0	2	2	0
1489	方腊	0	2	2	0
1490	方七佛	0	2	2	0
1491	方天定	0	2	2	0
1492	厉天佑	0	2	2	0
1493	林世长	0	2	2	0
1494	林岩	0	2	2	0
1495	吕师襄	0	2	2	0
1496	玛拉	0	2	2	0
1497	庞万春	0	2	2	0
1498	石刚	0	2	2	0
1499	余道安	0	2	2	0
1500	知客护卫	0	2	2	0
1501	程若清	0	2	2	0
1502	鹤云道人	0	2	2	0
1503	黄裳	0	2	2	0
1504	静初散人	0	2	2	0
1505	九天神鹤	0	2	2	0
1506	林灵素	0	2	2	0
1507	莫太冲	0	2	2	0
1508	宁虚散人	0	2	2	0
1509	青冥神鹤	0	2	2	0
1510	无极神鹤	0	2	2	0
1511	萧天逸	0	2	2	0
1512	俞远山	0	2	2	0
1513	张函芝	0	2	2	0
1514	张君慕	0	2	2	0
1515	张君羡	0	2	2	0
1516	张玄素	0	2	2	0
1517	张中行	0	2	2	0
1518	知客道人	0	2	2	0
1519	知客道人	0	2	2	0
1520	本参	0	2	2	0
1521	本凡	0	2	2	0
1522	本观	0	2	2	0
1523	本名	0	2	2	0
1524	本相	0	2	2	0
1525	本因	0	2	2	0
1526	何红绫	0	2	2	0
1527	林国清	0	2	2	0
1528	破嗔	0	2	2	0
1529	破痴	0	2	2	0
1530	齐归蝶	0	2	2	0
1531	桑飞燕	0	2	2	0
1532	盛如兰	0	2	2	0
1533	伍忠	0	2	2	0
1534	杨白牛	0	2	2	0
1535	杨青牛	0	2	2	0
1536	知客僧	0	2	2	0
1537	范百龄	0	2	2	0
1538	冯阿三	0	2	2	0
1539	公冶子长	0	2	2	0
1540	苟读	0	2	2	0
1541	康广陵	0	2	2	0
1542	李傀儡	0	2	2	0
1543	木人傀儡	0	2	2	0
1544	秦观	0	2	2	0
1545	石甘霖	0	2	2	0
1546	石清露	0	2	2	0
1547	石人傀儡	0	2	2	0
1548	苏星河	0	2	2	0
1549	铜人傀儡	0	2	2	0
1550	吴领军	0	2	2	0
1551	知客弟子	0	2	2	0
1552	崔绿华	0	2	2	0
1553	佛光凤凰	0	2	2	0
1554	韩映雪	0	2	2	0
1555	扈三娘	0	2	2	0
1556	金顶凤凰	0	2	2	0
1557	李十二娘	0	2	2	0
1558	灵泉凤凰	0	2	2	0
1559	柳三妹	0	2	2	0
1560	孟龙	0	2	2	0
1561	孟青青	0	2	2	0
1562	孙二娘	0	2	2	0
1563	桃花仙	0	2	2	0
1564	桃叶仙	0	2	2	0
1565	桃枝仙	0	2	2	0
1566	万年凤凰	0	2	2	0
1567	萧湘水	0	2	2	0
1568	萧湘玉	0	2	2	0
1569	小茗	0	2	2	0
1570	小诗	0	2	2	0
1571	杨四娘	0	2	2	0
1572	出尘子	0	2	2	0
1573	大理药篓子	0	2	2	0
1574	丁春秋	0	2	2	0
1575	韩世忠	0	2	2	0
1576	红玉	0	2	2	0
1577	破军子	0	2	2	0
1578	契丹药篓子	0	2	2	0
1579	施全	0	2	2	0
1580	狮吼子	0	2	2	0
1581	天狼子	0	2	2	0
1582	天璇子	0	2	2	0
1583	天鹰子	0	2	2	0
1584	王彦	0	2	2	0
1585	西域药篓子	0	2	2	0
1586	摘星子	0	2	2	0
1587	知客使	0	2	2	0
1588	邓婆	0	2	2	0
1589	符敏仪	0	2	2	0
1590	菊剑	0	2	2	0
1591	兰剑	0	2	2	0
1592	芦雨亭	0	2	2	0
1593	梅剑	0	2	2	0
1594	任飞虹	0	2	2	0
1595	石嫂	0	2	2	0
1596	乌老大	0	2	2	0
1597	余婆	0	2	2	0
1598	知客使	0	2	2	0
1599	竹剑	0	2	2	0
1600	寇封	0	2	2	0
1601	骆奉仙	0	2	2	0
1602	马承倩	0	2	2	0
1603	马植	0	2	2	0
1604	秦伯起	0	2	2	0
1605	耶律莫哥	0	2	2	0
1606	种世衡	0	2	2	0
1607	周无畏	0	2	2	0
1608	鲁平	0	2	2	0
1609	苗庆	0	2	2	0
1610	穆岛	0	2	2	0
1611	曲端	0	2	2	0
1612	耶律余睹	0	2	2	0
1613	阿菲	0	2	2	0
1614	阿林	0	2	2	0
1615	端木元	0	2	2	0
1616	老烈头	0	2	2	0
1617	阮诚	0	2	2	0
1618	阮老太太	0	2	2	0
1619	阮实	0	2	2	0
1620	萧蔷	0	2	2	0
1621	阿史那默谷	0	2	2	0
1622	巴图	0	2	2	0
1623	白狼王	0	2	2	0
1624	伯颜	0	2	2	0
1625	博尔伦	0	2	2	0
1626	剑定	0	2	2	0
1627	李通	0	2	2	0
1628	刘季	0	2	2	0
1629	龙胜	0	2	2	0
1630	轻甲莽盖	0	2	2	0
1631	萧允	0	2	2	0
1632	耶律金	0	2	2	0
1633	纥石烈阿疏	0	2	2	0
1634	徒单福晋	0	2	2	0
1635	完颜阿骨打	0	2	2	0
1636	完颜讹里朵	0	2	2	0
1637	完颜呵里布	0	2	2	0
1638	完颜斡离不	0	2	2	0
1639	完颜吴乞买	0	2	2	0
1640	完颜兀术	0	2	2	0
1641	完颜盈哥	0	2	2	0
1642	完颜粘没喝	0	2	2	0
1643	萧方智	0	2	2	0
1644	符夕颜	0	2	2	0
1645	洪霸	0	2	2	0
1646	霍斯	0	2	2	0
1647	刘傲天	0	2	2	0
1648	慕容天狼	0	2	2	0
1649	拓跋文	0	2	2	0
1650	宇文苏	0	2	2	0
1651	刀琅玕	0	2	2	0
1652	刀尧	0	2	2	0
1653	刀璎珞	0	2	2	0
1654	简丁	0	2	2	0
1655	萨宁	0	2	2	0
1656	贝尔	0	2	2	0
1657	迪亚	0	2	2	0
1658	莫菲	0	2	2	0
1659	萨都	0	2	2	0
1660	萨鲁	0	2	2	0
1661	萨玛	0	2	2	0
1662	萨桑	0	2	2	0
1663	萨雪	0	2	2	0
1664	阿支	0	2	2	0
1665	梁阿婆	0	2	2	0
1666	秦红棉	0	2	2	0
1667	杨莲子	0	2	2	0
1668	杨铁信	0	2	2	0
1669	郑圆	0	2	2	0
1670	郑君可	0	2	2	0
1671	郑玄	0	2	2	0
1672	阿黑	0	2	2	0
1673	阿依娜	0	2	2	0
1674	古鲁拉	0	2	2	0
1675	索姆拉	0	2	2	0
1676	阿瓦	0	2	2	0
1677	阿旺	0	2	2	0
1678	白景武	0	2	2	0
1679	白兰	0	2	2	0
1680	图巴鲁	0	2	2	0
1681	兀骨突	0	2	2	0
1682	扬明	0	2	2	0
1683	阿会南	0	2	2	0
1684	阿松	0	2	2	0
1685	阿雨	0	2	2	0
1686	厄修罗	0	2	2	0
1687	古汉	0	2	2	0
1688	洪天	0	2	2	0
1689	石钟岩	0	2	2	0
1690	金大坚	0	2	2	0
1691	马汉	0	2	2	0
1692	苏飞	0	2	2	0
1693	王朝	0	2	2	0
1694	张叔夜	0	2	2	0
1695	阿青	0	2	2	0
1696	常归云	0	2	2	0
1697	法河	0	2	2	0
1698	法湖	0	2	2	0
1699	法江	0	2	2	0
1700	法念	0	2	2	0
1701	雷焕	0	2	2	0
1702	翁伯之	0	2	2	0
1703	翁季之	0	2	2	0
1704	翁叔之	0	2	2	0
1705	芙蓉	0	2	2	0
1706	含笑	0	2	2	0
1707	涧汀	0	2	2	0
1708	千年冰魄	0	2	2	0
1709	曲阳	0	2	2	0
1710	水仙	0	2	2	0
1711	忘尘	0	2	2	0
1712	紫薇	0	2	2	0
1713	冬刺	0	2	2	0
1714	甘草	0	2	2	0
1715	荆棘	0	2	2	0
1716	克里斯蒂安	0	2	2	0
1717	棚民	0	2	2	0
1718	沈万三	0	2	2	0
1719	银叶	0	2	2	0
1720	月季	0	2	2	0
1721	丁涟漪	0	2	2	0
1722	李老太太	0	2	2	0
1723	石敢当	0	2	2	0
1724	石老人	0	2	2	0
1725	叶流凡	0	2	2	0
1726	岳不平	0	2	2	0
1727	岳仲秋	0	2	2	0
1728	洪龙	0	2	2	0
1729	凌忆慈	0	2	2	0
1730	裘老七	0	2	2	0
1731	悠悠	0	2	2	0
1732	元子衿	0	2	2	0
1733	岳老三	0	2	2	0
1734	孟婆	0	2	2	0
1735	归佳	0	2	2	0
1736	胡德海	0	2	2	0
1737	护宝神兽	0	2	2	0
1738	孙德龙	0	2	2	0
1739	姚夫	0	2	2	0
1740	姚公	0	2	2	0
1741	姚伯	0	2	2	0
1742	姚仲	0	2	2	0
1743	木桶伯	0	2	2	0
1744	姚叔	0	2	2	0
1745	郭底辉	0	2	2	0
1746	桃根仙	0	2	2	0
1747	桃花仙	0	2	2	0
1748	桃实仙	0	2	2	0
1749	桃枝仙	0	2	2	0
1750	石老人	0	2	2	0
1751	丁波浪	0	2	2	0
1752	李若水	0	2	2	0
1753	王思嘉	0	2	2	0
1754	杨元	0	2	2	0
1755	宇文氏	0	2	2	0
1756	郑杨	0	2	2	0
1757	古里赤	0	2	2	0
1758	盐湖	0	2	2	0
1759	银皑雪原	0	2	2	0
1760	嵩山封禅台	0	2	2	0
1761	牡丹碗	0	2	2	0
1762	蹴鞠十三妹孙美美	0	2	2	0
1763	新疆独立	1	1	1	1
1764	新疆 独立	1	1	1	1
1765	台湾独立	1	1	1	1
1766	台湾 独立	1	1	1	1
1767	台 湾 独 立	1	1	1	1
1768	台湾万岁	1	1	1	1
1769	台湾 万岁	1	1	1	1
1770	台 湾 万 岁	1	1	1	1
1771	新 疆 独 立	1	1	1	1
1772	西藏独立	1	1	1	1
1773	西藏 独立	1	1	1	1
1774	西 藏 独 立	1	1	1	1
1775	幸运玩家	1	1	1	1
1776	幸 运 玩 家	1	1	1	1
1777	中奖玩家	1	1	1	1
1778	中 奖 玩 家	1	1	1	1
1779	法 轮 功	1	1	1	1
1780	法轮 功	1	1	1	1
1781	法 轮功	1	1	1	1
1782	系&统 	1	1	1	1
1783	系！统	1	1	1	1
1784	系@统	1	1	1	1
1785	系#统	1	1	1	1
1786	系￥统	1	1	1	1
1787	系%统	1	1	1	1
1788	系……统	1	1	1	1
1789	系*统	1	1	1	1
1790	系（统	1	1	1	1
1791	系）统	1	1	1	1
1792	系。统	1	1	1	1
1793	系;统	1	1	1	1
1794	系?统	1	1	1	1
1795	系~统	1	1	1	1
1796	系：统	1	1	1	1
1797	系“统	1	1	1	1
1798	系'统	1	1	1	1
1799	系,统	1	1	1	1
1800	系<统	1	1	1	1
1801	系>统	1	1	1	1
1802	系^统	1	1	1	1
1803	系、统	1	1	1	1
1804	系-统	1	1	1	1
1805	系=统	1	1	1	1
1806	系.统	1	1	1	1
1807	系\统	1	1	1	1
1808	系/统	1	1	1	1
1809	系【统 	1	1	1	1
1810	系】统 	1	1	1	1
1811	系{统 	1	1	1	1
1812	系}统 	1	1	1	1
1813	&系&统 	1	1	1	1
1814	&系！统	1	1	1	1
1815	&系@统	1	1	1	1
1816	&系#统	1	1	1	1
1817	&系￥统	1	1	1	1
