INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10305200	1	3	5	200	0	683	3	-1	-1	大隋凝霜	102	-1	#Y【神器】#r#I命中敌人有机率施放减速，减缓目标移动速度#G40%#I持续15秒。#r#W小楼一夜凝香雪，空里流霜不觉飞。#r#G该装备可到楼兰程咬铁（219，252）处进行极限打孔。	9000	7200	215	3	3	9150	-1	Shenqi_11	环类	-1	1	1	969	969	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	112	7	7	126	250	-1	0	0	1	-1	-1
10305201	1	3	5	201	0	682	3	-1	-1	大隋凝霜	102	-1	#Y【神器】#r#I命中敌人有机率施放吸血，吸取目标#G200血#I。#r#W小楼一夜凝香雪，空里流霜不觉飞。#r#G该装备可到楼兰程咬铁（219，253）处进行极限打孔。	9000	7200	215	3	3	9151	-1	Shenqi_11	环类	-1	1	1	969	969	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	112	7	7	126	250	-1	0	0	1	-1	-1
10305202	1	3	5	202	0	684	3	-1	-1	大隋凝霜	102	-1	#Y【神器】#r#I命中敌人有机率施放虚弱，减少目标内外攻#G1923点#I持续30秒。#r#W小楼一夜凝香雪，空里流霜不觉飞。#r#G该装备可到楼兰程咬铁（219，254）处进行极限打孔。	9000	7200	215	3	3	9152	-1	Shenqi_11	环类	-1	1	1	969	969	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	112	7	7	126	250	-1	0	0	1	-1	-1
10400001	1	4	0	1	0	413	3	-1	-1	三亭门扇大刀	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword1_4	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	15	1	1	0	0	-1	0	0	0	-1	-1
10400002	1	4	0	2	0	417	3	-1	-1	亮银泼风大刀	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_6	刀斧类	-1	0	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25	1	1	0	0	-1	0	0	0	-1	-1
10400003	1	4	0	3	0	418	3	-1	-1	八卦劈水大刀	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword1_12	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	35	1	1	0	0	-1	0	0	0	-1	-1
10400004	1	4	0	4	0	428	3	-1	-1	亮银鸳鸯大斧	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword1_15	刀斧类	-1	0	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	45	2	2	0	0	-1	0	0	0	-1	-1
10400005	1	4	0	5	0	429	3	-1	-1	五龙逐日大刀	50	-1	未使用	2700	2160	175	3	3	-1	-1	Broadsword2_4	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	55	2	2	0	0	-1	0	0	0	-1	-1
10400006	1	4	0	6	0	434	3	-1	-1	锯齿狼牙板门大刀	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword2_9	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	65	2	2	0	0	-1	0	0	0	-1	-1
10400007	1	4	0	7	0	427	3	-1	-1	金雀开山大斧	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword2_13	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	75	3	3	0	0	-1	0	0	0	-1	-1
10400008	1	4	0	8	0	441	3	-1	-1	神木匿月大刀	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword3_3	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	3	3	0	0	-1	0	0	0	-1	-1
10400009	1	4	0	9	0	449	3	-1	-1	巨佛吞日大刀	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword3_7	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	4	4	0	0	-1	0	0	0	-1	-1
10400010	1	4	0	10	0	453	3	-1	-1	金纂穿云	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword3_12	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	105	4	4	0	0	-1	0	0	0	-1	-1
10400011	1	4	0	11	0	72	3	-1	-1	任务装1	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	15	3	3	0	0	-1	0	0	0	-1	-1
10400012	1	4	0	12	0	420	3	-1	-1	上玄	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_9	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	30	3	3	0	0	-1	0	0	0	-1	-1
10400013	1	4	0	13	0	77	3	-1	-1	任务装3	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	35	3	3	0	0	-1	0	0	0	-1	-1
10400014	1	4	0	14	0	426	3	-1	-1	梵日	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword2_1	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	50	4	4	0	0	-1	0	0	0	-1	-1
10400015	1	4	0	15	0	119	3	-1	-1	任务装5	50	-1	未使用	2700	2160	175	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	55	4	4	0	0	-1	0	0	0	-1	-1
10400016	1	4	0	16	0	85	3	-1	-1	任务装6	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	65	4	4	0	0	-1	0	0	0	-1	-1
10400017	1	4	0	17	0	61	3	-1	-1	任务装7	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	75	4	4	0	0	-1	0	0	0	-1	-1
10400018	1	4	0	18	0	104	3	-1	-1	任务装8	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	4	4	0	0	-1	0	0	0	-1	-1
10400019	1	4	0	19	0	120	3	-1	-1	任务装9	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	4	4	0	0	-1	0	0	0	-1	-1
10400020	1	4	0	20	0	115	3	-1	-1	任务装10	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	105	4	4	0	0	-1	0	0	0	-1	-1
10400021	1	4	0	21	0	413	3	-1	-1	三亭门扇大刀	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword1_4	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	15	1	1	0	0	-1	0	0	0	-1	-1
10400022	1	4	0	22	0	417	3	-1	-1	亮银泼风大刀	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_6	刀斧类	-1	0	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25	1	1	0	0	-1	0	0	0	-1	-1
10400023	1	4	0	23	0	418	3	-1	-1	八卦劈水大刀	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword1_12	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	35	1	1	0	0	-1	0	0	0	-1	-1
10400024	1	4	0	24	0	428	3	-1	-1	亮银鸳鸯大斧	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword1_15	刀斧类	-1	0	1	373	373	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	45	2	2	0	0	-1	0	0	0	-1	-1
10400025	1	4	0	25	0	429	3	-1	-1	五龙逐日大刀	50	-1	未使用	2700	2160	175	3	3	-1	-1	Broadsword2_4	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	55	2	2	0	0	-1	0	0	0	-1	-1
10400026	1	4	0	26	0	434	3	-1	-1	锯齿狼牙板门大刀	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword2_9	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	65	2	2	0	0	-1	0	0	0	-1	-1
10400027	1	4	0	27	0	427	3	-1	-1	金雀开山大斧	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword2_13	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	75	3	3	0	0	-1	0	0	0	-1	-1
10400028	1	4	0	28	0	441	3	-1	-1	神木匿月大刀	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword3_3	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	3	3	0	0	-1	0	0	0	-1	-1
10400029	1	4	0	29	0	449	3	-1	-1	巨佛吞日大刀	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword3_7	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	4	4	0	0	-1	0	0	0	-1	-1
10400030	1	4	0	30	0	453	3	-1	-1	金纂穿云	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword3_12	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	105	4	4	0	0	-1	0	0	0	-1	-1
10400031	1	4	0	31	0	72	3	-1	-1	任务装1	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	15	3	3	0	0	-1	0	0	0	-1	-1
10400032	1	4	0	32	0	420	3	-1	-1	上玄	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_9	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	30	3	3	0	0	-1	0	0	0	-1	-1
10400033	1	4	0	33	0	77	3	-1	-1	任务装3	30	-1	未使用	1150	920	150	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	287	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	35	3	3	0	0	-1	0	0	0	-1	-1
10400034	1	4	0	34	0	426	3	-1	-1	梵日	40	-1	未使用	1780	1424	162	3	3	-1	-1	Broadsword2_1	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	50	4	4	0	0	-1	0	0	0	-1	-1
10400035	1	4	0	35	0	119	3	-1	-1	任务装5	50	-1	未使用	2700	2160	175	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	458	458	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	55	4	4	0	0	-1	0	0	0	-1	-1
10400036	1	4	0	36	0	85	3	-1	-1	任务装6	60	-1	未使用	3850	3080	187	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	543	543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	65	4	4	0	0	-1	0	0	0	-1	-1
10400037	1	4	0	37	0	61	3	-1	-1	任务装7	70	-1	未使用	5570	4456	200	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	628	628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	75	4	4	0	0	-1	0	0	0	-1	-1
10400038	1	4	0	38	0	104	3	-1	-1	任务装8	80	-1	未使用	7450	5960	212	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	713	713	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	85	4	4	0	0	-1	0	0	0	-1	-1
10400039	1	4	0	39	0	120	3	-1	-1	任务装9	90	-1	未使用	9950	7960	225	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	799	799	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	95	4	4	0	0	-1	0	0	0	-1	-1
10400040	1	4	0	40	0	115	3	-1	-1	任务装10	100	-1	未使用	16000	12800	237	3	3	-1	-1	Broadsword4_10	刀斧类	-1	0	1	884	884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	105	4	4	0	0	-1	0	0	0	-1	-1
10400041	1	4	0	41	0	413	3	-1	-1	三亭门扇大刀	10	-1	未使用	180	144	125	3	3	-1	-1	Broadsword1_4	刀斧类	-1	0	1	117	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	15	1	1	0	0	-1	0	0	0	-1	-1
10400042	1	4	0	42	0	417	3	-1	-1	亮银泼风大刀	20	-1	未使用	540	432	137	3	3	-1	-1	Broadsword1_6	刀斧类	-1	0	1	202	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	25	1	1	0	0	-1	0	0	0	-1	-1
