INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
107	桃花阵	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
108	桃花阵	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
109	桃花阵	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
110	桃花阵	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
111	桃花阵	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
112	桃花阵	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
113	桃花阵	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
114	桃花阵	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
115	桃花阵	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
116	桃花阵	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
201	桃花阵防	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2452	效果2	-1	效果3几率	20	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
202	桃花阵防	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2453	效果2	-1	效果3几率	22	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
203	桃花阵防	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2454	效果2	-1	效果3几率	24	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
204	桃花阵防	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2455	效果2	-1	效果3几率	26	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
205	桃花阵防	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2456	效果2	-1	效果3几率	28	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
206	桃花阵防	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2457	效果2	-1	效果3几率	30	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
207	桃花阵防	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	32	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
208	桃花阵防	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	34	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
209	桃花阵防	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	36	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
210	桃花阵防	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	38	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
211	桃花阵防	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	40	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
212	桃花阵防	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	42	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
213	桃花阵防	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	44	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
214	桃花阵防	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	46	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
215	桃花阵防	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	48	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
216	桃花阵防	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	50	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
301	桃花阵攻	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2452	效果2	-1	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
302	桃花阵攻	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2453	效果2	-1	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
303	桃花阵攻	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2454	效果2	-1	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
304	桃花阵攻	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2455	效果2	-1	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
305	桃花阵攻	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2456	效果2	-1	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
306	桃花阵攻	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2457	效果2	-1	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
307	桃花阵攻	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2458	效果2	-1	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
308	桃花阵攻	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2459	效果2	-1	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
309	桃花阵攻	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2460	效果2	-1	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
310	桃花阵攻	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2461	效果2	-1	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
311	桃花阵攻	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2462	效果2	-1	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
312	桃花阵攻	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	2463	效果2	-1	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
313	桃花阵攻	桃花阵	1	0	130	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17171	效果2	-1	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
314	桃花阵攻	桃花阵	1	0	140	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17172	效果2	-1	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
315	桃花阵攻	桃花阵	1	0	150	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17173	效果2	-1	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
316	桃花阵攻	桃花阵	1	0	160	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1		0	0	0	0		30000	500	2	3	3	0	0	0	0	0	效果1	17174	效果2	-1	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
351	定海神针	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
352	定海神针	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
353	定海神针	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
354	定海神针	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
355	定海神针	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
356	定海神针	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
357	定海神针	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
358	定海神针	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
359	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
360	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
361	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
362	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
363	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
364	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
365	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
366	定海神针	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
367	定海神针防	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	1	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
368	定海神针防	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	2	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
369	定海神针防	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	3	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
370	定海神针防	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	4	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
371	定海神针防	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	5	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
372	定海神针防	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	6	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
373	定海神针防	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	7	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
374	定海神针防	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	8	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
375	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	9	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
376	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
377	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
378	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
379	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
380	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
381	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
382	定海神针防	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	10	效果3	2572		0		0		0		0		0		0		0		0		0		0		0		0	
383	定海神针攻	定海神针	4	0	0	2	5	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		10000	2000	15	15	4	0	0	0	0	0	效果1	29952	效果2	-1	效果3几率	100	效果3	2610		0		0		0		0		0		0		0		0		0		0		0		0	
384	定海神针攻	定海神针	4	0	0	2	6	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		12000	2000	15	15	4	0	0	0	0	0	效果1	29953	效果2	-1	效果3几率	100	效果3	2611		0		0		0		0		0		0		0		0		0		0		0		0	
385	定海神针攻	定海神针	4	0	0	2	7	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		14000	2000	15	15	4	0	0	0	0	0	效果1	29954	效果2	-1	效果3几率	100	效果3	2612		0		0		0		0		0		0		0		0		0		0		0		0	
386	定海神针攻	定海神针	4	0	0	2	8	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		16000	2000	15	15	4	0	0	0	0	0	效果1	29955	效果2	-1	效果3几率	100	效果3	2613		0		0		0		0		0		0		0		0		0		0		0		0	
387	定海神针攻	定海神针	4	0	0	2	9	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		18000	2000	15	15	4	0	0	0	0	0	效果1	29956	效果2	-1	效果3几率	100	效果3	2614		0		0		0		0		0		0		0		0		0		0		0		0	
388	定海神针攻	定海神针	4	0	0	2	10	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		20000	2000	15	15	4	0	0	0	0	0	效果1	29957	效果2	-1	效果3几率	100	效果3	2615		0		0		0		0		0		0		0		0		0		0		0		0	
389	定海神针攻	定海神针	4	0	0	2	12	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		24000	2000	15	15	4	0	0	0	0	0	效果1	29958	效果2	-1	效果3几率	100	效果3	2616		0		0		0		0		0		0		0		0		0		0		0		0	
390	定海神针攻	定海神针	4	0	0	2	14	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		28000	2000	15	15	4	0	0	0	0	0	效果1	29959	效果2	-1	效果3几率	100	效果3	2617		0		0		0		0		0		0		0		0		0		0		0		0	
391	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29960	效果2	-1	效果3几率	100	效果3	2618		0		0		0		0		0		0		0		0		0		0		0		0	
392	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29961	效果2	-1	效果3几率	100	效果3	2619		0		0		0		0		0		0		0		0		0		0		0		0	
393	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29962	效果2	-1	效果3几率	100	效果3	2620		0		0		0		0		0		0		0		0		0		0		0		0	
394	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29963	效果2	-1	效果3几率	100	效果3	2621		0		0		0		0		0		0		0		0		0		0		0		0	
395	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29964	效果2	-1	效果3几率	100	效果3	17181		0		0		0		0		0		0		0		0		0		0		0		0	
396	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29965	效果2	-1	效果3几率	100	效果3	17182		0		0		0		0		0		0		0		0		0		0		0		0	
397	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29966	效果2	-1	效果3几率	100	效果3	17183		0		0		0		0		0		0		0		0		0		0		0		0	
398	定海神针攻	定海神针	4	0	0	2	15	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1		0	0	0	0		30000	2000	15	15	4	0	0	0	0	0	效果1	29967	效果2	-1	效果3几率	100	效果3	17184		0		0		0		0		0		0		0		0		0		0		0		0	
401	八阵图	八阵图	2	0	10	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2452	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
402	八阵图	八阵图	2	0	20	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2453	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
403	八阵图	八阵图	2	0	30	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2454	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
404	八阵图	八阵图	2	0	40	1	1	g01_xy_jq_xj_八阵图	-1	g01_xy_jq_zdo_八阵图_2	-1		0	0	0	0		30000	500	0	4	6	0	0	0	0	0	效果1	2455	效果2	2683	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
