INT	INT	STRING	STRING	INT	INT
1522	0	0	0	0	-1
1523	0	0	0	0	-1
1524	0	0	0	0	-1
1525	0	0	0	0	-1
1526	0	0	0	0	-1
1527	0	0	0	0	-1
1528	0	0	0	0	-1
1529	0	0	24	0	-1
1530	0	0	41	0	-1
1531	0	0	58	0	-1
1532	0	0	75	0	-1
1533	0	0	92	0	-1
1534	0	0	109	0	-1
1535	0	0	126	0	-1
1536	0	0	143	0	-1
1537	0	0	160	0	-1
1538	0	0	177	0	-1
1539	0	0	194	0	-1
1540	0	0	211	0	-1
1541	0	0	48	0	-1
1542	0	0	82	0	-1
1543	0	0	116	0	-1
1544	0	0	150	0	-1
1545	0	0	184	0	-1
1546	0	0	218	0	-1
1547	0	0	252	0	-1
1548	0	0	286	0	-1
1549	0	0	320	0	-1
1550	0	0	354	0	-1
1551	0	0	388	0	-1
1552	0	0	422	0	-1
1553	0	0	48	0	-1
1554	0	0	82	0	-1
1555	0	0	116	0	-1
1556	0	0	150	0	-1
1557	0	0	184	0	-1
1558	0	0	218	0	-1
1559	0	0	252	0	-1
1560	0	0	286	0	-1
1561	0	0	320	0	-1
1562	0	0	354	0	-1
1563	0	0	388	0	-1
1564	0	0	422	0	-1
1565	0	0	0	500	-1
1566	0	0	0	500	-1
1567	0	0	0	500	-1
1568	0	0	0	500	-1
1569	0	0	0	500	-1
1570	0	0	0	500	-1
1571	0	0	0	500	-1
1572	0	0	0	500	-1
1573	0	0	0	500	-1
1574	0	0	0	500	-1
1575	0	0	0	500	-1
1576	0	0	0	500	-1
1577	0	0	0	500	-1
1578	0	0	0	500	-1
1579	0	0	0	500	-1
1580	0	0	0	500	-1
1581	0	0	0	500	-1
1582	0	0	0	500	-1
1583	0	0	0	500	-1
1584	0	0	0	500	-1
1585	0	0	0	500	-1
1586	0	0	0	500	-1
1587	0	0	0	500	-1
1588	0	0	0	500	-1
1589	0	0	0	1000	-1
1590	0	0	0	1000	-1
1591	0	0	0	1000	-1
1592	0	0	0	1000	-1
1593	0	0	0	1000	-1
1594	0	0	0	1000	-1
1595	0	0	0	1000	-1
1596	0	0	0	1000	-1
1597	0	0	0	1000	-1
1598	0	0	0	1000	-1
1599	0	0	0	1000	-1
1600	0	0	0	1000	-1
1601	0	0	48	0	-1
1602	0	0	82	0	-1
1603	0	0	116	0	-1
1604	0	0	150	0	-1
1605	0	0	184	0	-1
1606	0	0	218	0	-1
1607	0	0	252	0	-1
1608	0	0	286	0	-1
1609	0	0	320	0	-1
1610	0	0	354	0	-1
1611	0	0	388	0	-1
1612	0	0	422	0	-1
1613	0	0	10	0	-1
1614	0	0	20	0	-1
1615	0	0	30	0	-1
1616	0	0	40	0	-1
1617	0	0	50	0	-1
1618	0	0	60	0	-1
1619	0	0	70	0	-1
1620	0	0	80	0	-1
1621	0	0	90	0	-1
1622	0	0	100	0	-1
1623	0	0	110	0	-1
1624	0	0	120	0	-1
1721	0	0	0	0	-1
1722	0	0	0	0	-1
1723	0	0	0	0	-1
1724	0	0	0	0	-1
1725	0	0	0	0	-1
1726	0	0	0	0	-1
1727	0	0	0	0	-1
1728	0	0	0	0	-1
1729	0	0	0	0	-1
1730	0	0	0	0	-1
1731	0	0	0	0	-1
1732	0	0	0	0	-1
1733	0	0	11	0	-1
1734	0	0	20	0	-1
1735	0	0	29	0	-1
1736	0	0	38	0	-1
1737	0	0	47	0	-1
1738	0	0	56	0	-1
1739	0	0	65	0	-1
1740	0	0	74	0	-1
1741	0	0	83	0	-1
1742	0	0	92	0	-1
1743	0	0	101	0	-1
1744	0	0	101	0	-1
1745	0	0	38	0	-1
1746	0	0	65	0	-1
1747	0	0	93	0	-1
1748	0	0	120	0	-1
1749	0	0	148	0	-1
1750	0	0	175	0	-1
1751	0	0	203	0	-1
1752	0	0	231	0	-1
1753	0	0	258	0	-1
1754	0	0	286	0	-1
1755	0	0	313	0	-1
1756	0	0	341	0	-1
1757	0	0	27	0	-1
1758	0	0	46	0	-1
1759	0	0	66	0	-1
1760	0	0	85	0	-1
1761	0	0	104	0	-1
1762	0	0	123	0	-1
1763	0	0	142	0	-1
1764	0	0	162	0	-1
1765	0	0	181	0	-1
1766	0	0	200	0	-1
1767	0	0	219	0	-1
1768	0	0	238	0	-1
1769	0	0	34	0	-1
1770	0	0	58	0	-1
1771	0	0	82	0	-1
1772	0	0	106	0	-1
1773	0	0	130	0	-1
1774	0	0	154	0	-1
1775	0	0	178	0	-1
1776	0	0	202	0	-1
1777	0	0	226	0	-1
1778	0	0	250	0	-1
1779	0	0	274	0	-1
1780	0	0	298	0	-1
1781	0	0	24	0	-1
1782	0	0	84	0	-1
1783	0	0	144	0	-1
1784	0	0	204	0	-1
1785	0	0	264	0	-1
1786	0	0	324	0	-1
1787	0	0	384	0	-1
1788	0	0	444	0	-1
1789	0	0	504	0	-1
1790	0	0	564	0	-1
1791	0	0	624	0	-1
1792	0	0	684	0	-1
1793	0	0	24	0	-1
1794	0	0	84	0	-1
1795	0	0	144	0	-1
1796	0	0	204	0	-1
1797	0	0	264	0	-1
1798	0	0	324	0	-1
1799	0	0	384	0	-1
1800	0	0	444	0	-1
1801	0	0	504	0	-1
1802	0	0	564	0	-1
1803	0	0	624	0	-1
1804	0	0	684	0	-1
1805	0	0	250	0	-1
1806	0	0	250	0	-1
1807	0	0	250	0	-1
1808	0	0	250	0	-1
1809	0	0	250	0	-1
1810	0	0	250	0	-1
1811	0	0	250	0	-1
1812	0	0	250	0	-1
1813	0	0	250	0	-1
1814	0	0	250	0	-1
1815	0	0	250	0	-1
1816	0	0	250	0	-1
1817	0	0	136	0	-1
1818	0	0	232	0	-1
1819	0	0	328	0	-1
1820	0	0	424	0	-1
1821	0	0	520	0	-1
1822	0	0	616	0	-1
1823	0	0	712	0	-1
1824	0	0	808	0	-1
1825	0	0	904	0	-1
1826	0	0	1000	0	-1
1827	0	0	1096	0	-1
1828	0	0	1192	0	-1
1829	0	0	0	0	-1
1830	0	0	0	0	-1
1831	0	0	0	0	-1
1832	0	0	0	0	-1
1833	0	0	0	0	-1
1834	0	0	0	0	-1
1835	0	0	0	0	-1
1836	0	0	0	0	-1
1837	0	0	0	0	-1
1838	0	0	0	0	-1
1839	0	0	0	0	-1
1840	0	0	0	0	-1
1841	0	0	74	0	-1
1842	0	0	127	0	-1
1843	0	0	180	0	-1
1844	0	0	233	0	-1
1845	0	0	286	0	-1
1846	0	0	338	0	-1
1847	0	0	391	0	-1
1848	0	0	444	0	-1
1849	0	0	497	0	-1
1850	0	0	550	0	-1
1851	0	0	602	0	-1
1852	0	0	655	0	-1
1853	0	0	34	0	-1
1854	0	0	58	0	-1
1855	0	0	82	0	-1
1856	0	0	106	0	-1
1857	0	0	130	0	-1
1858	0	0	154	0	-1
1859	0	0	178	0	-1
1860	0	0	202	0	-1
1861	0	0	226	0	-1
1862	0	0	250	0	-1
1863	0	0	274	0	-1
1864	0	0	298	0	-1
1865	0	0	0	0	-1
1866	0	0	0	0	-1
1867	0	0	0	0	-1
1868	0	0	0	0	-1
1869	0	0	0	0	-1
1870	0	0	0	0	-1
1871	0	0	0	0	-1
1872	0	0	0	0	-1
1873	0	0	0	0	-1
1874	0	0	0	0	-1
1875	0	0	0	0	-1
1876	0	0	0	0	-1
1877	0	0	0	0	-1
1878	0	0	0	0	-1
1879	0	0	0	0	-1
1880	0	0	0	0	-1
1881	0	0	0	0	-1
1882	0	0	0	0	-1
1883	0	0	0	0	-1
1884	0	0	0	0	-1
1885	0	0	0	0	-1
1886	0	0	0	0	-1
1887	0	0	0	0	-1
1888	0	0	0	0	-1
1889	0	0	27	0	-1
1890	0	0	46	0	-1
1891	0	0	66	0	-1
1892	0	0	85	0	-1
1893	0	0	104	0	-1
1894	0	0	123	0	-1
1895	0	0	142	0	-1
1896	0	0	162	0	-1
1897	0	0	181	0	-1
1898	0	0	200	0	-1
1899	0	0	219	0	-1
1900	0	0	238	0	-1
1901	0	0	45	0	-1
1902	0	0	77	0	-1
1903	0	0	109	0	-1
1904	0	0	141	0	-1
1905	0	0	173	0	-1
1906	0	0	205	0	-1
1907	0	0	237	0	-1
1908	0	0	269	0	-1
1909	0	0	301	0	-1
1910	0	0	333	0	-1
1911	0	0	365	0	-1
1912	0	0	397	0	-1
1913	0	0	45	0	-1
1914	0	0	77	0	-1
1915	0	0	109	0	-1
1916	0	0	141	0	-1
1917	0	0	173	0	-1
1918	0	0	205	0	-1
1919	0	0	237	0	-1
1920	0	0	269	0	-1
1921	0	0	301	0	-1
1922	0	0	333	0	-1
1923	0	0	365	0	-1
1924	0	0	397	0	-1
1925	0	0	0	500	-1
1926	0	0	0	500	-1
1927	0	0	0	500	-1
1928	0	0	0	500	-1
1929	0	0	0	500	-1
1930	0	0	0	500	-1
1931	0	0	0	500	-1
1932	0	0	0	500	-1
1933	0	0	0	500	-1
1934	0	0	0	500	-1
1935	0	0	0	500	-1
1936	0	0	0	500	-1
1937	0	0	0	500	-1
1938	0	0	0	500	-1
1939	0	0	0	500	-1
1940	0	0	0	500	-1
1941	0	0	0	500	-1
1942	0	0	0	500	-1
1943	0	0	0	500	-1
1944	0	0	0	500	-1
1945	0	0	0	500	-1
1946	0	0	0	500	-1
1947	0	0	0	500	-1
1948	0	0	0	500	-1
1949	0	0	0	1000	-1
1950	0	0	0	1000	-1
1951	0	0	0	1000	-1
1952	0	0	0	1000	-1
1953	0	0	0	1000	-1
1954	0	0	0	1000	-1
1955	0	0	0	1000	-1
1956	0	0	0	1000	-1
1957	0	0	0	1000	-1
1958	0	0	0	1000	-1
1959	0	0	0	1000	-1
1960	0	0	0	1000	-1
1961	0	0	48	0	-1
1962	0	0	82	0	-1
1963	0	0	116	0	-1
1964	0	0	150	0	-1
1965	0	0	184	0	-1
1966	0	0	218	0	-1
1967	0	0	252	0	-1
1968	0	0	286	0	-1
1969	0	0	320	0	-1
1970	0	0	354	0	-1
1971	0	0	388	0	-1
1972	0	0	422	0	-1
1973	0	0	10	0	-1
1974	0	0	20	0	-1
1975	0	0	30	0	-1
1976	0	0	40	0	-1
1977	0	0	50	0	-1
1978	0	0	60	0	-1
1979	0	0	70	0	-1
1980	0	0	80	0	-1
1981	0	0	90	0	-1
1982	0	0	100	0	-1
1983	0	0	110	0	-1
1984	0	0	120	0	-1
2081	0	0	0	0	-1
2082	0	0	0	0	-1
2083	0	0	0	0	-1
2084	0	0	0	0	-1
2085	0	0	0	0	-1
2086	0	0	0	0	-1
2087	0	0	0	0	-1
2088	0	0	0	0	-1
2089	0	0	0	0	-1
2090	0	0	0	0	-1
2091	0	0	0	0	-1
2092	0	0	0	0	-1
2093	0	0	129	0	-1
2094	0	0	220	0	-1
2095	0	0	312	0	-1
2096	0	0	403	0	-1
2097	0	0	494	0	-1
2098	0	0	585	0	-1
2099	0	0	676	0	-1
2100	0	0	768	0	-1
2101	0	0	859	0	-1
2102	0	0	950	0	-1
2103	0	0	1041	0	-1
2104	0	0	1132	0	-1
2105	0	0	30	0	-1
2106	0	0	52	0	-1
2107	0	0	75	0	-1
2108	0	0	97	0	-1
2109	0	0	119	0	-1
2110	0	0	142	0	-1
2111	0	0	164	0	-1
2112	0	0	186	0	-1
2113	0	0	208	0	-1
2114	0	0	231	0	-1
2115	0	0	253	0	-1
2116	0	0	275	0	-1
2117	0	0	27	0	-1
2118	0	0	46	0	-1
2119	0	0	65	0	-1
2120	0	0	84	0	-1
2121	0	0	103	0	-1
2122	0	0	122	0	-1
2123	0	0	141	0	-1
2124	0	0	160	0	-1
2125	0	0	179	0	-1
2126	0	0	198	0	-1
2127	0	0	217	0	-1
2128	0	0	236	0	-1
2129	0	0	27	0	-1
2130	0	0	46	0	-1
2131	0	0	65	0	-1
2132	0	0	84	0	-1
2133	0	0	103	0	-1
2134	0	0	122	0	-1
2135	0	0	141	0	-1
2136	0	0	160	0	-1
2137	0	0	179	0	-1
2138	0	0	198	0	-1
2139	0	0	217	0	-1
2140	0	0	236	0	-1
2141	0	0	108	0	-1
2142	0	0	184	0	-1
2143	0	0	260	0	-1
2144	0	0	336	0	-1
2145	0	0	412	0	-1
2146	0	0	488	0	-1
2147	0	0	564	0	-1
2148	0	0	640	0	-1
2149	0	0	716	0	-1
2150	0	0	792	0	-1
2151	0	0	868	0	-1
2152	0	0	944	0	-1
2153	0	0	54	0	-1
2154	0	0	92	0	-1
2155	0	0	130	0	-1
2156	0	0	168	0	-1
2157	0	0	206	0	-1
2158	0	0	244	0	-1
2159	0	0	282	0	-1
2160	0	0	320	0	-1
2161	0	0	358	0	-1
2162	0	0	396	0	-1
2163	0	0	434	0	-1
2164	0	0	472	0	-1
2165	0	0	36	0	-1
2166	0	0	61	0	-1
2167	0	0	87	0	-1
2168	0	0	112	0	-1
2169	0	0	137	0	-1
2170	0	0	163	0	-1
2171	0	0	188	0	-1
2172	0	0	213	0	-1
2173	0	0	239	0	-1
2174	0	0	264	0	-1
2175	0	0	289	0	-1
2176	0	0	315	0	-1
2177	0	0	54	0	-1
2178	0	0	92	0	-1
2179	0	0	130	0	-1
2180	0	0	168	0	-1
2181	0	0	206	0	-1
2182	0	0	244	0	-1
2183	0	0	282	0	-1
2184	0	0	320	0	-1
2185	0	0	358	0	-1
2186	0	0	396	0	-1
2187	0	0	434	0	-1
2188	0	0	472	0	-1
2189	0	0	0	0	-1
2190	0	0	0	0	-1
2191	0	0	0	0	-1
2192	0	0	0	0	-1
2193	0	0	0	0	-1
2194	0	0	0	0	-1
2195	0	0	0	0	-1
2196	0	0	0	0	-1
2197	0	0	0	0	-1
2198	0	0	0	0	-1
2199	0	0	0	0	-1
2200	0	0	0	0	-1
2201	0	0	27	0	-1
2202	0	0	46	0	-1
2203	0	0	65	0	-1
2204	0	0	84	0	-1
2205	0	0	103	0	-1
2206	0	0	122	0	-1
2207	0	0	141	0	-1
2208	0	0	160	0	-1
2209	0	0	179	0	-1
2210	0	0	198	0	-1
2211	0	0	217	0	-1
2212	0	0	236	0	-1
2213	0	0	108	0	-1
2214	0	0	184	0	-1
2215	0	0	260	0	-1
2216	0	0	336	0	-1
2217	0	0	412	0	-1
2218	0	0	488	0	-1
2219	0	0	564	0	-1
2220	0	0	640	0	-1
2221	0	0	716	0	-1
2222	0	0	792	0	-1
2223	0	0	868	0	-1
2224	0	0	944	0	-1
2225	0	0	36	0	-1
2226	0	0	61	0	-1
2227	0	0	87	0	-1
2228	0	0	112	0	-1
2229	0	0	137	0	-1
2230	0	0	163	0	-1
2231	0	0	188	0	-1
2232	0	0	213	0	-1
2233	0	0	239	0	-1
2234	0	0	264	0	-1
2235	0	0	289	0	-1
2236	0	0	315	0	-1
2237	0	0	0	0	-1
2238	0	0	0	0	-1
2239	0	0	0	0	-1
2240	0	0	0	0	-1
2241	0	0	0	0	-1
2242	0	0	0	0	-1
2243	0	0	0	0	-1
2244	0	0	0	0	-1
2245	0	0	0	0	-1
2246	0	0	0	0	-1
2247	0	0	0	0	-1
2248	0	0	0	0	-1
2249	0	0	27	0	-1
2250	0	0	46	0	-1
2251	0	0	65	0	-1
2252	0	0	84	0	-1
2253	0	0	103	0	-1
2254	0	0	122	0	-1
2255	0	0	141	0	-1
2256	0	0	160	0	-1
2257	0	0	179	0	-1
2258	0	0	198	0	-1
2259	0	0	217	0	-1
2260	0	0	236	0	-1
2261	0	0	108	0	-1
2262	0	0	184	0	-1
2263	0	0	260	0	-1
2264	0	0	336	0	-1
2265	0	0	412	0	-1
2266	0	0	488	0	-1
2267	0	0	564	0	-1
2268	0	0	640	0	-1
2269	0	0	716	0	-1
2270	0	0	792	0	-1
2271	0	0	868	0	-1
2272	0	0	944	0	-1
2273	0	0	0	0	-1
2274	0	0	0	0	-1
2275	0	0	0	0	-1
2276	0	0	0	0	-1
2277	0	0	0	0	-1
2278	0	0	0	0	-1
2279	0	0	0	0	-1
2280	0	0	0	0	-1
2281	0	0	0	0	-1
2282	0	0	0	0	-1
2283	0	0	0	0	-1
2284	0	0	0	0	-1
2285	0	0	0	500	-1
2286	0	0	0	500	-1
2287	0	0	0	500	-1
2288	0	0	0	500	-1
2289	0	0	0	500	-1
2290	0	0	0	500	-1
2291	0	0	0	500	-1
2292	0	0	0	500	-1
2293	0	0	0	500	-1
2294	0	0	0	500	-1
2295	0	0	0	500	-1
2296	0	0	0	500	-1
2297	0	0	0	500	-1
2298	0	0	0	500	-1
2299	0	0	0	500	-1
2300	0	0	0	500	-1
2301	0	0	0	500	-1
2302	0	0	0	500	-1
2303	0	0	0	500	-1
2304	0	0	0	500	-1
2305	0	0	0	500	-1
2306	0	0	0	500	-1
2307	0	0	0	500	-1
2308	0	0	0	500	-1
2309	0	0	0	1000	-1
2310	0	0	0	1000	-1
2311	0	0	0	1000	-1
2312	0	0	0	1000	-1
2313	0	0	0	1000	-1
2314	0	0	0	1000	-1
2315	0	0	0	1000	-1
2316	0	0	0	1000	-1
2317	0	0	0	1000	-1
2318	0	0	0	1000	-1
2319	0	0	0	1000	-1
2320	0	0	0	1000	-1
2321	0	0	48	0	-1
2322	0	0	82	0	-1
2323	0	0	116	0	-1
2324	0	0	150	0	-1
2325	0	0	184	0	-1
2326	0	0	218	0	-1
2327	0	0	252	0	-1
2328	0	0	286	0	-1
2329	0	0	320	0	-1
2330	0	0	354	0	-1
2331	0	0	388	0	-1
2332	0	0	422	0	-1
2333	0	0	10	0	-1
2334	0	0	20	0	-1
2335	0	0	30	0	-1
2336	0	0	40	0	-1
2337	0	0	50	0	-1
2338	0	0	60	0	-1
2339	0	0	70	0	-1
2340	0	0	80	0	-1
2341	0	0	90	0	-1
2342	0	0	100	0	-1
2343	0	0	110	0	-1
2344	0	0	120	0	-1
2441	0	0	0	0	-1
2442	0	0	0	0	-1
2443	0	0	0	0	-1
2444	0	0	0	0	-1
2445	0	0	0	0	-1
2446	0	0	0	0	-1
2447	0	0	0	0	-1
2448	0	0	0	0	-1
2449	0	0	0	0	-1
2450	0	0	0	0	-1
2451	0	0	0	0	-1
2452	0	0	0	0	-1
2453	0	0	78	0	-1
2454	0	0	136	0	-1
2455	0	0	194	0	-1
2456	0	0	253	0	-1
2457	0	0	310	0	-1
2458	0	0	369	0	-1
2459	0	0	428	0	-1
2460	0	0	486	0	-1
2461	0	0	544	0	-1
2462	0	0	602	0	-1
2463	0	0	661	0	-1
2464	0	0	720	0	-1
2465	0	0	38	0	-1
2466	0	0	65	0	-1
2467	0	0	93	0	-1
2468	0	0	120	0	-1
2469	0	0	148	0	-1
2470	0	0	175	0	-1
2471	0	0	203	0	-1
2472	0	0	231	0	-1
2473	0	0	258	0	-1
2474	0	0	286	0	-1
2475	0	0	313	0	-1
2476	0	0	341	0	-1
2477	0	0	22	0	-1
2478	0	0	38	0	-1
2479	0	0	54	0	-1
2480	0	0	70	0	-1
2481	0	0	86	0	-1
2482	0	0	103	0	-1
2483	0	0	119	0	-1
2484	0	0	135	0	-1
2485	0	0	151	0	-1
2486	0	0	167	0	-1
2487	0	0	184	0	-1
2488	0	0	200	0	-1
2489	0	0	22	0	-1
2490	0	0	38	0	-1
2491	0	0	54	0	-1
2492	0	0	70	0	-1
2493	0	0	86	0	-1
2494	0	0	103	0	-1
2495	0	0	119	0	-1
2496	0	0	135	0	-1
2497	0	0	151	0	-1
2498	0	0	167	0	-1
2499	0	0	184	0	-1
2500	0	0	200	0	-1
2501	0	0	65	0	-1
2502	0	0	114	0	-1
2503	0	0	162	0	-1
2504	0	0	211	0	-1
2505	0	0	259	0	-1
2506	0	0	308	0	-1
2507	0	0	357	0	-1
2508	0	0	405	0	-1
2509	0	0	454	0	-1
2510	0	0	502	0	-1
2511	0	0	551	0	-1
2512	0	0	600	0	-1
2513	0	0	13	0	-1
2514	0	0	23	0	-1
2515	0	0	32	0	-1
2516	0	0	42	0	-1
2517	0	0	52	0	-1
2518	0	0	62	0	-1
2519	0	0	71	0	-1
2520	0	0	81	0	-1
2521	0	0	91	0	-1
2522	0	0	100	0	-1
2523	0	0	110	0	-1
2524	0	0	120	0	-1
2525	0	0	33	0	-1
2526	0	0	57	0	-1
2527	0	0	81	0	-1
2528	0	0	105	0	-1
2529	0	0	130	0	-1
2530	0	0	154	0	-1
2531	0	0	178	0	-1
2532	0	0	203	0	-1
2533	0	0	227	0	-1
2534	0	0	251	0	-1
2535	0	0	276	0	-1
2536	0	0	300	0	-1
2537	0	0	33	0	-1
2538	0	0	57	0	-1
2539	0	0	81	0	-1
2540	0	0	105	0	-1
2541	0	0	130	0	-1
2542	0	0	154	0	-1
2543	0	0	178	0	-1
2544	0	0	203	0	-1
2545	0	0	227	0	-1
2546	0	0	251	0	-1
2547	0	0	276	0	-1
2548	0	0	300	0	-1
2549	0	0	0	0	-1
2550	0	0	0	0	-1
2551	0	0	0	0	-1
2552	0	0	0	0	-1
2553	0	0	0	0	-1
2554	0	0	0	0	-1
2555	0	0	0	0	-1
2556	0	0	0	0	-1
2557	0	0	0	0	-1
2558	0	0	0	0	-1
2559	0	0	0	0	-1
2560	0	0	0	0	-1
2561	0	0	13	0	-1
2562	0	0	23	0	-1
2563	0	0	32	0	-1
2564	0	0	42	0	-1
2565	0	0	52	0	-1
2566	0	0	62	0	-1
2567	0	0	71	0	-1
2568	0	0	81	0	-1
2569	0	0	91	0	-1
2570	0	0	100	0	-1
2571	0	0	110	0	-1
2572	0	0	120	0	-1
2573	0	0	65	0	-1
2574	0	0	114	0	-1
2575	0	0	162	0	-1
2576	0	0	211	0	-1
2577	0	0	259	0	-1
2578	0	0	308	0	-1
2579	0	0	357	0	-1
2580	0	0	405	0	-1
2581	0	0	454	0	-1
2582	0	0	502	0	-1
2583	0	0	551	0	-1
2584	0	0	600	0	-1
2585	0	0	25	0	-1
2586	0	0	25	0	-1
2587	0	0	25	0	-1
2588	0	0	25	0	-1
2589	0	0	25	0	-1
2590	0	0	25	0	-1
2591	0	0	25	0	-1
2592	0	0	25	0	-1
2593	0	0	25	0	-1
2594	0	0	25	0	-1
2595	0	0	25	0	-1
2596	0	0	25	0	-1
2597	0	0	0	0	-1
2598	0	0	0	0	-1
2599	0	0	0	0	-1
2600	0	0	0	0	-1
2601	0	0	0	0	-1
2602	0	0	0	0	-1
2603	0	0	0	0	-1
2604	0	0	0	0	-1
2605	0	0	0	0	-1
2606	0	0	0	0	-1
2607	0	0	0	0	-1
2608	0	0	0	0	-1
2609	0	0	13	0	-1
2610	0	0	23	0	-1
2611	0	0	32	0	-1
2612	0	0	42	0	-1
2613	0	0	52	0	-1
2614	0	0	62	0	-1
2615	0	0	71	0	-1
2616	0	0	81	0	-1
2617	0	0	91	0	-1
2618	0	0	100	0	-1
2619	0	0	110	0	-1
2620	0	0	120	0	-1
2621	0	0	65	0	-1
2622	0	0	114	0	-1
2623	0	0	162	0	-1
2624	0	0	211	0	-1
2625	0	0	259	0	-1
2626	0	0	308	0	-1
2627	0	0	357	0	-1
2628	0	0	405	0	-1
2629	0	0	454	0	-1
2630	0	0	502	0	-1
2631	0	0	551	0	-1
2632	0	0	600	0	-1
2633	0	0	22	0	-1
2634	0	0	38	0	-1
2635	0	0	54	0	-1
2636	0	0	70	0	-1
2637	0	0	86	0	-1
2638	0	0	103	0	-1
2639	0	0	119	0	-1
2640	0	0	135	0	-1
2641	0	0	151	0	-1
2642	0	0	167	0	-1
2643	0	0	184	0	-1
2644	0	0	200	0	-1
2645	0	0	0	500	-1
2646	0	0	0	500	-1
2647	0	0	0	500	-1
2648	0	0	0	500	-1
2649	0	0	0	500	-1
2650	0	0	0	500	-1
2651	0	0	0	500	-1
2652	0	0	0	500	-1
2653	0	0	0	500	-1
2654	0	0	0	500	-1
2655	0	0	0	500	-1
2656	0	0	0	500	-1
2657	0	0	0	500	-1
2658	0	0	0	500	-1
2659	0	0	0	500	-1
2660	0	0	0	500	-1
2661	0	0	0	500	-1
2662	0	0	0	500	-1
2663	0	0	0	500	-1
2664	0	0	0	500	-1
2665	0	0	0	500	-1
2666	0	0	0	500	-1
2667	0	0	0	500	-1
2668	0	0	0	500	-1
2669	0	0	0	1000	-1
2670	0	0	0	1000	-1
2671	0	0	0	1000	-1
2672	0	0	0	1000	-1
2673	0	0	0	1000	-1
2674	0	0	0	1000	-1
2675	0	0	0	1000	-1
2676	0	0	0	1000	-1
2677	0	0	0	1000	-1
2678	0	0	0	1000	-1
2679	0	0	0	1000	-1
2680	0	0	0	1000	-1
2681	0	0	48	0	-1
2682	0	0	82	0	-1
2683	0	0	116	0	-1
2684	0	0	150	0	-1
2685	0	0	184	0	-1
2686	0	0	218	0	-1
2687	0	0	252	0	-1
2688	0	0	286	0	-1
2689	0	0	320	0	-1
2690	0	0	354	0	-1
2691	0	0	388	0	-1
2692	0	0	422	0	-1
2693	0	0	10	0	-1
2694	0	0	20	0	-1
2695	0	0	30	0	-1
2696	0	0	40	0	-1
2697	0	0	50	0	-1
2698	0	0	60	0	-1
2699	0	0	70	0	-1
2700	0	0	80	0	-1
2701	0	0	90	0	-1
2702	0	0	100	0	-1
2703	0	0	110	0	-1
2704	0	0	120	0	-1
2801	0	0	0	0	-1
2802	0	0	0	0	-1
2803	0	0	0	0	-1
2804	0	0	0	0	-1
2805	0	0	0	0	-1
2806	0	0	0	0	-1
2807	0	0	0	0	-1
2808	0	0	0	0	-1
2809	0	0	0	0	-1
2810	0	0	0	0	-1
2811	0	0	0	0	-1
2812	0	0	0	0	-1
2813	0	0	51	0	-1
2814	0	0	87	0	-1
2815	0	0	123	0	-1
2816	0	0	159	0	-1
2817	0	0	195	0	-1
2818	0	0	231	0	-1
2819	0	0	267	0	-1
2820	0	0	303	0	-1
2821	0	0	339	0	-1
2822	0	0	375	0	-1
2823	0	0	411	0	-1
2824	0	0	447	0	-1
2825	0	0	38	0	-1
2826	0	0	65	0	-1
2827	0	0	93	0	-1
2828	0	0	120	0	-1
2829	0	0	148	0	-1
2830	0	0	175	0	-1
2831	0	0	203	0	-1
2832	0	0	231	0	-1
2833	0	0	258	0	-1
2834	0	0	286	0	-1
2835	0	0	313	0	-1
2836	0	0	341	0	-1
2837	0	0	21	0	-1
2838	0	0	36	0	-1
2839	0	0	51	0	-1
2840	0	0	66	0	-1
2841	0	0	81	0	-1
2842	0	0	96	0	-1
2843	0	0	111	0	-1
2844	0	0	126	0	-1
2845	0	0	141	0	-1
2846	0	0	156	0	-1
2847	0	0	171	0	-1
2848	0	0	186	0	-1
2849	0	0	21	0	-1
2850	0	0	36	0	-1
2851	0	0	51	0	-1
2852	0	0	66	0	-1
2853	0	0	81	0	-1
2854	0	0	96	0	-1
2855	0	0	111	0	-1
2856	0	0	126	0	-1
2857	0	0	141	0	-1
2858	0	0	156	0	-1
2859	0	0	171	0	-1
2860	0	0	186	0	-1
2861	0	0	43	0	-1
2862	0	0	73	0	-1
2863	0	0	103	0	-1
2864	0	0	133	0	-1
2865	0	0	163	0	-1
2866	0	0	193	0	-1
2867	0	0	223	0	-1
2868	0	0	253	0	-1
2869	0	0	283	0	-1
2870	0	0	313	0	-1
2871	0	0	343	0	-1
2872	0	0	373	0	-1
2873	0	0	14	0	-1
2874	0	0	24	0	-1
2875	0	0	34	0	-1
2876	0	0	44	0	-1
2877	0	0	54	0	-1
2878	0	0	64	0	-1
2879	0	0	74	0	-1
2880	0	0	84	0	-1
2881	0	0	94	0	-1
2882	0	0	104	0	-1
2883	0	0	114	0	-1
2884	0	0	124	0	-1
2885	0	0	21	0	-1
2886	0	0	36	0	-1
2887	0	0	51	0	-1
2888	0	0	66	0	-1
2889	0	0	81	0	-1
2890	0	0	96	0	-1
2891	0	0	111	0	-1
2892	0	0	126	0	-1
2893	0	0	141	0	-1
2894	0	0	156	0	-1
2895	0	0	171	0	-1
2896	0	0	186	0	-1
2897	0	0	11	0	-1
2898	0	0	18	0	-1
2899	0	0	26	0	-1
